"Data Source","World Development Indicators",

"Last Updated Date","2021-07-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Papua New Guinea","PNG","CO2 emissions (kt)","EN.ATM.CO2E.KT","179.683","201.685","198.018","256.69","267.691","304.361","341.031","436.373","502.379","557.384","693.063","825.075","1268.782","1345.789","1587.811","1532.806","1573.143","1580.477","1675.819","1796.83","1829.833","1932.509","1947.177","2009.516","2046.186","2126.86","2064.521","2335.879","2200.2","2035.185","2170","2180","2180","2210","2050","2130","2230","2400","2650","2600","2820","3380","3610","4070","4910","4880","4740","5040","4740","5010","5020","5150","4900","5230","5870","6430","7630","7700","7460","","",
"Poland","POL","CO2 emissions (kt)","EN.ATM.CO2E.KT","199767.159","207434.856","216815.042","231219.018","243114.766","247221.806","252678.302","259282.569","276073.762","293653.36","304441.674","313246.141","329952.993","336128.221","346876.198","375559.472","399035.606","419024.423","432056.941","442489.556","464575.897","410062.275","422211.046","422339.391","433894.108","445899.866","453369.545","465353.301","445976.873","423787.856","350220","351630","343370","344020","339750","340000","355320","344630","318410","308980","295710","293600","287280","297700","301820","301350","314090","313370","308320","297260","313740","310590","303350","298330","285740","289050","299740","312820","312740","","",
"Pre-demographic dividend","PRE","CO2 emissions (kt)","EN.ATM.CO2E.KT","29368.2395862645","31327.2220049522","32675.826743712","35187.7680560831","38477.9993816314","56446.5693872093","67496.6997286034","59237.0439744325","57098.549430953","70998.7639635699","84500.3392694405","103687.180556757","115616.552557142","128082.410993523","142966.18399213","129259.700672512","149437.551626318","140656.311837153","140339.635815906","175911.667002565","170990.149072362","153602.772705779","151784.679783796","154031.216734524","164634.275045923","171310.550693859","171720.366721355","169138.52574813","199103.528558593","180006.101677276","184055.01534866","173295.782556971","203470.401434511","227648.414857924","236589.717935261","239965.516035888","250650.474588625","268117.441938117","227293.601243743","212290.054129844","225894.621850691","246737.38730081","247294.951551665","249108.306036436","261052.132503169","291494.200808963","290400.109834911","288769.103845816","308381.697602893","323101.273392684","362843.114977919","393254.791867768","415673.526363849","441800.768949695","461688.971381734","455631.650844057","472632.530486471","479921.506200142","513004.571870087","","",
"Puerto Rico","PRI","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","CO2 emissions (kt)","EN.ATM.CO2E.KT","23817.165","26457.405","30722.126","32863.654","35657.908","44268.024","47648.998","52445.434","59328.393","64143.164","73552.686","107560.444","89599.478","97428.523","101718.913","107740.127","110189.683","113867.684","108451.525","110571.051","114439.736","114799.102","117344","125668.09","135220.625","144897.838","157504.984","176423.037","201908.687","214636.844","123370","117350","104700","96710","88760","83420","74010","67520","60940","66580","71820","74390","71200","72740","74320","77590","78940","65640","72830","55360","51620","37040","38500","27820","31420","25300","30090","22380","18120","","",
"Portugal","PRT","CO2 emissions (kt)","EN.ATM.CO2E.KT","8225.081","9090.493","9303.179","10025.578","11023.002","11598.721","11851.744","12409.128","13010.516","14612.995","15258.387","16406.158","18349.668","20003.485","20714.883","21356.608","22423.705","22728.066","22742.734","25030.942","26985.453","27227.475","29255.326","30179.41","29064.642","27407.158","30520.441","31536.2","32925.993","41209.746","41070","42770","46770","45790","47300","50690","48740","50930","55600","62210","61660","61380","65610","60520","62130","65470","60450","58800","56840","56300","50940","49870","48220","46560","45930","49850","48760","53330","49780","","",
"Paraguay","PRY","CO2 emissions (kt)","EN.ATM.CO2E.KT","304.361","363.033","392.369","410.704","432.706","550.05","513.38","487.711","590.387","520.714","744.401","634.391","715.065","869.079","953.42","839.743","1034.094","1158.772","1459.466","1331.121","1492.469","1389.793","1367.791","1415.462","1496.136","1551.141","1664.818","1892.172","2163.53","2244.204","2070","2020","2470","2820","3340","3780","3720","4110","4270","4270","3520","3620","3780","3940","3970","3700","3830","3950","4180","4370","5040","5220","5180","5300","5630","6370","7150","8000","8420","","",
"West Bank and Gaza","PSE","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","CO2 emissions (kt)","EN.ATM.CO2E.KT","324.913025887949","349.160266625856","434.091142291605","455.163527839741","712.246631527002","623.718801619691","627.742793888205","720.29461606403","764.558531017686","836.99039185094","965.758144443393","1090.50190476733","1130.74182745247","1219.26965735978","1295.72551046155","1271.58155685047","1005.99806712853","1456.68520120212","1339.98942541521","1549.23702337794","1549.23702337794","1899.32435073867","1621.6688842112","1513.02109296132","1368.15737129481","1448.63721666509","1448.63721666509","1311.82147953561","1452.6612089336","1593.5009383316","1678.35820895522","1704.17910447761","1730","1750","1760","1810","1880","1880","1890","1930","2010","2270","2130","2340","2790","2720","2770","2660","2270","2340","2500","2480","2410","2570","2760","2950","3490","3590","3780","","",
"Post-demographic dividend","PST","CO2 emissions (kt)","EN.ATM.CO2E.KT","5936502.51707557","6053922.13556812","6327981.54145324","6679544.49766469","7015155.3014664","7322791.84694553","7650988.6470266","7989441.03949861","8412315.82692433","8928325.13280941","9699671.47778328","9854883.77950161","10335107.8038903","10853271.720965","10581732.7194735","10206919.5903427","10714948.3591301","10909461.1258177","11187579.9440889","11466011.0248514","11125412.9429753","10723415.1335355","10312888.0971921","10273516.2579392","10536802.6078764","10620207.9192872","10595338.4423062","10913150.2841071","11321959.8767487","11631706.4244901","11364605.3203623","11326352.5465214","11263510.1411007","11262986.9574501","11330296.5463493","11463124.8262668","11734063.5287285","11953881.1517884","11934141.0302009","12002889.3741395","12285891.4842379","12327987.6456661","12213873.2424829","12425018.0904112","12513335.5151283","12509502.188765","12396524.7038996","12527069.0859575","12186617.3865295","11397032.6454777","11856750.0948029","11601466.6569641","11390512.9722928","11455005.4184579","11206623.980318","11060907.2723915","10951803.3587856","10847669.6898607","10935463.9309272","","",
"French Polynesia","PYF","CO2 emissions (kt)","EN.ATM.CO2E.KT","36.67","58.672","47.671","66.006","66.006","84.341","121.011","139.346","154.014","161.348","194.351","227.354","216.353","209.019","216.353","212.686","264.024","275.025","311.695","282.359","293.36","330.03","337.364","421.705","458.375","586.72","605.055","608.722","572.052","542.716","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","CO2 emissions (kt)","EN.ATM.CO2E.KT","176.016","161.348","190.684","6138.558","6274.237","6292.572","6277.904","6688.608","7080.977","7172.652","7568.688","9152.832","10784.647","12467.8","10487.62","10956.996","10384.944","9926.569","10531.624","14359.972","13098.524","12860.169","12354.123","11268.691","12332.121","12405.461","13296.542","11499.712","11928.751","14326.969","12540","14610","14680","15490","16250","17020","17910","19450","20810","22950","21730","23490","27600","28910","31910","41280","44980","51050","55230","57170","62270","65770","73290","74600","80400","83310","85280","87680","90170","","",
"Romania","ROU","CO2 emissions (kt)","EN.ATM.CO2E.KT","53450.192","55775.07","63879.14","69529.987","72115.222","78723.156","84183.319","92129.708","100189.774","111649.149","120112.585","125829.438","132422.704","144960.177","150944.721","162257.416","174765.553","178399.55","193903.626","196074.49","196617.206","198153.679","195773.796","200562.898","189272.205","194343.666","202147.042","212165.286","212777.675","214141.799","172630","142380","125990","117640","115090","120730","123950","113420","99390","85500","88880","94110","93590","99620","96730","95810","98940","96440","95210","80520","77500","83950","81730","72010","71410","72900","71140","74100","74880","","",
"Russian Federation","RUS","CO2 emissions (kt)","EN.ATM.CO2E.KT","1448637.349","1493932.133","1567950.528","1681524.852","1788304.225","1897052.777","2003392.11","2094843.423","2153698.773","2242938.885","2359142.448","2503944.944","2634955.853","2746751.682","2851891.906","2998311.549","3113979.73","3220146.714","3330904.782","3358623.635","3491017.003","3425062.341","3489821.561","3539850.442","3571709.338","3851989.149","3862509.772","3847244.051","3950345.423","3862616.115","2164870","2141420","2005430","1821790","1612870","1564900","1534380","1427060","1418510","1456150","1489500","1490530","1491720","1522190","1534120","1530850","1590090","1591510","1613140","1495170","1583160","1661780","1666860","1624020","1606860","1557530","1530900","1557190","1607550","","",
"Rwanda","RWA","CO2 emissions (kt)","EN.ATM.CO2E.KT","106.343","139.346","84.341","84.341","36.67","47.671","44.004","40.337","55.005","58.672","58.672","62.339","66.006","69.673","73.34","176.016","267.691","267.691","289.693","297.027","495.045","601.388","608.722","696.73","634.391","616.056","597.721","616.056","696.73","689.396","520","470","480","480","460","450","460","480","480","500","520","520","520","510","520","510","510","540","530","560","570","650","720","780","810","930","1050","1050","1080","","",
"South Asia","SAS","CO2 emissions (kt)","EN.ATM.CO2E.KT","151649.509547476","162628.82549237","179024.45728583","194459.307256458","191987.677681689","209773.142722683","216370.266765723","219835.682119072","241537.616575278","244379.623875643","249322.883025181","257320.724","245637.662","254691.485","263356.606","285677.635","297283.69","314921.96","321225.533","338423.763","359501.679","387715.577","402746.61","435192.226","447627.023","492357.089","526174.163","562132.765","606881.166","660778.732","643080","686710","717340","747010","786940","849830","891420","942110","961900","1037180","1075940","1095440","1133540","1167850","1254230","1312050","1400870","1540250","1629080","1781870","1884320","1991420","2145490","2203550","2389180","2422620","2479230","2622720","2770040","","",
"Saudi Arabia","SAU","CO2 emissions (kt)","EN.ATM.CO2E.KT","2676.91","3571.658","6255.902","6945.298","7047.974","4220.717","6413.583","25507.652","29104.979","35302.209","45291.117","59808.77","70344.061","95136.648","98788.98","83336.242","101550.231","118176.409","115132.799","138135.89","169404.399","175491.619","158091.704","161050.973","155715.488","172653.361","204878.957","190706.002","202554.079","203738.52","166390","186610","199350","206210","218790","222400","234090","214930","230410","234530","244340","248600","266910","278110","294210","308970","328350","347530","382240","399630","439230","456670","488750","499380","536810","561140","556740","540700","514600","","",
"Sudan","SDN","CO2 emissions (kt)","EN.ATM.CO2E.KT","1360.457","1386.126","1485.135","1679.486","1859.169","2427.554","2643.907","3186.623","3105.949","4184.047","4855.108","4983.453","5379.489","5427.16","5683.85","4239.052","3755.008","3806.346","3439.646","3571.658","3747.674","3641.331","3828.348","3909.022","3505.652","4074.037","4250.053","3351.638","4847.774","3758.675","5370","4800","4530","3190","4660","4470","4260","5190","4710","5180","5550","6090","7540","7750","8510","10060","12440","13420","14510","14980","15870","15350","15210","14500","15330","17800","20480","20340","20200","","",
"Senegal","SEN","CO2 emissions (kt)","EN.ATM.CO2E.KT","828.742","814.074","814.074","861.745","924.084","1694.154","1719.823","700.397","-80.674","491.378","1309.119","1353.123","1455.799","1551.141","1851.835","2581.568","1774.828","2244.204","2629.239","2900.597","3351.638","3296.633","3054.611","2632.906","3307.634","2676.91","2662.242","2453.223","2742.916","3696.336","2330","2330","2570","2500","2610","2760","2930","3210","3600","3960","4060","4450","4580","4490","5390","5670","5570","6200","6400","6650","7030","7570","7460","8010","8570","9280","9920","9570","9860","","",
"Singapore","SGP","CO2 emissions (kt)","EN.ATM.CO2E.KT","1393.46","2093.857","2577.901","3399.309","3703.67","2530.23","674.728","3058.278","5419.826","7205.655","18210.322","16593.175","22240.355","21220.929","21968.997","24543.231","30036.397","28309.24","33164.348","36123.617","31433.524","26849.774","29750.371","34997.848","33402.703","33417.371","35027.184","32599.63","36105.282","41888.141","29720","31290","32180","37370","39240","38880","39860","39500","37990","38470","42580","42270","41370","38220","39620","36900","37170","38290","38420","38830","42410","44770","43690","43920","44460","45500","46160","47430","47360","","",
"Solomon Islands","SLB","CO2 emissions (kt)","EN.ATM.CO2E.KT","11.001","14.668","14.668","14.668","18.335","25.669","25.669","33.003","36.67","36.67","40.337","47.671","55.005","66.006","66.006","58.672","62.339","80.674","62.339","110.01","102.676","135.679","121.011","143.013","143.013","150.347","154.014","161.348","157.681","161.348","150","160","170","180","190","200","210","210","220","230","240","250","260","270","310","340","330","340","320","330","340","350","360","390","340","310","360","350","370","","",
"Sierra Leone","SLE","CO2 emissions (kt)","EN.ATM.CO2E.KT","715.065","289.693","326.363","370.367","304.361","282.359","300.694","253.023","385.035","1107.434","872.746","803.073","678.395","539.049","520.714","524.381","451.041","513.38","711.398","678.395","608.722","693.063","553.717","689.396","616.056","663.727","674.728","498.712","458.375","374.034","340","360","460","460","480","250","300","230","260","150","400","430","530","580","570","480","630","540","550","550","590","770","890","1070","1180","940","960","970","1020","","",
"El Salvador","SLV","CO2 emissions (kt)","EN.ATM.CO2E.KT","619.723","583.053","649.059","1125.769","1232.112","1041.428","1305.452","1158.772","1261.448","1191.775","1430.13","1510.804","1679.486","1969.179","1972.846","2108.525","2211.201","2288.208","2390.884","2390.884","2134.194","1833.5","1767.494","1903.173","1606.146","1987.514","1991.181","2449.556","2471.558","2588.902","2380","3060","3350","3920","4460","4960","4390","5320","5670","5610","5630","5870","5940","6510","6680","6840","7230","7630","6910","6680","6540","6780","6770","6460","6590","7000","7170","6380","6810","","",
"San Marino","SMR","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","CO2 emissions (kt)","EN.ATM.CO2E.KT","84.341","88.008","106.343","102.676","135.679","132.012","139.346","227.354","154.014","161.348","216.353","187.017","234.688","264.024","330.03","502.379","480.377","799.406","557.384","487.711","814.074","275.025","718.732","935.085","715.065","858.078","924.084","993.757","1008.425","957.087","730","700","680","640","630","590","570","550","520","500","490","510","570","580","580","580","580","620","620","610","630","630","630","650","650","650","660","660","690","","",
"Serbia","SRB","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61910","52200","48900","43210","39640","45340","52690","57270","57300","40780","43990","46170","49710","53100","57550","51510","53760","52580","51350","47070","46660","50810","45450","46150","38720","45160","46240","46900","45540","","",
"Sub-Saharan Africa (excluding high income)","SSA","CO2 emissions (kt)","EN.ATM.CO2E.KT","126340.879034511","132144.495828854","136778.865233537","143395.419836633","157400.001203566","174708.182206138","178263.073692227","185331.824338752","189405.215212633","205609.253634007","226696.138808046","260928.289036625","275095.632021058","292316.617093613","310261.2043113","301257.206484758","316866.871316606","319488.996615719","324867.523900671","366340.370559051","379182.443681167","404866.589925398","427253.497528923","434056.849656352","465753.607539517","477484.168088182","483526.618990833","476010.854442165","506749.025978428","482254.720374904","399090.997815705","403327.697170294","411110.238877377","420832.952108029","423993.086314876","443892.845170135","462298.355263052","477190.361509377","482167.825292047","469042.667244438","476503.814780733","525551.520777106","541321.902985079","570217.443240661","605877.488028473","622152.684007508","627826.790794243","651482.364106203","689020.316122365","659195.918528029","707627.751723706","712958.585146119","739198.804965916","770638.207769925","798329.066393456","777470.231840796","785390.542931806","801150.551260482","822805.44761491","","",
"South Sudan","SSD","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1420","1450","1530","1970","1730","1520","1380","","",
"Sub-Saharan Africa","SSF","CO2 emissions (kt)","EN.ATM.CO2E.KT","126346.100025262","132149.956651952","136784.517570261","143401.345600062","157405.736883927","174713.728237579","178268.580772068","185337.253964993","189410.600205982","205614.461076729","226723.496221194","260959.001532362","275137.379794266","292361.906268386","310313.756835717","301313.587415611","316945.460618954","319571.287088806","324942.295777142","366459.446964545","379275.270473656","404962.865499049","427334.608632823","434152.805773293","465849.216768761","477631.867078796","483689.171321752","476210.787696674","506944.892968815","482488.154101166","399239.201788188","403506.267133526","411288.744043898","421021.477167553","424201.778966258","444091.285453394","462537.035885881","477539.983418817","482608.273904372","469563.98843159","477085.654590431","526193.552840904","541862.84932214","570768.2590037","606629.947857664","622854.53512915","628568.982170632","652133.504069605","689721.642471437","659705.651209378","708066.43094206","713356.837743714","739647.332613006","771046.219406582","798787.276962011","777968.88796473","785929.452973371","801739.739680406","823424.721830527","","",
"Small states","SST","CO2 emissions (kt)","EN.ATM.CO2E.KT","15506.167591544","21523.5700601613","26317.1757911948","26322.7692398221","35145.4816145968","36937.0807250122","36652.4341373761","42819.7768694913","46257.861143684","46843.8982358759","72026.7492832097","82022.0931516607","90749.9849525314","109181.135080584","100835.795918488","103373.983965783","108846.428964457","118530.592591061","125018.312808654","128895.325320457","127746.167655088","110486.488933479","111077.80307197","100886.001835907","105159.083251793","112996.78480443","108299.742308117","110397.233969178","113526.736154965","125341.862054243","116102.94609287","113585.473521408","110388.615935561","108974.029633815","111121.351286106","111813.379117176","116128.376181496","120077.005570544","124127.403758278","126712.331244922","126101.718452802","131627.764221494","137856.014701126","145184.348152391","151963.818904116","170218.585725854","182160.4017766","191450.71283374","195518.362539839","202227.473660023","203723.967008686","209810.376198553","220175.350264466","224574.438094766","230018.058195274","228390.998312834","228009.342291027","231343.810692077","237761.658006144","","",
"Sao Tome and Principe","STP","CO2 emissions (kt)","EN.ATM.CO2E.KT","11.001","11.001","11.001","7.334","11.001","11.001","11.001","11.001","14.668","14.668","14.668","11.001","11.001","14.668","18.335","18.335","29.336","29.336","33.003","33.003","40.337","44.004","47.671","55.005","51.338","55.005","51.338","51.338","47.671","47.671","50","50","40","50","50","50","50","50","50","50","50","50","60","70","70","80","80","80","90","90","100","100","120","120","120","120","120","130","140","","",
"Suriname","SUR","CO2 emissions (kt)","EN.ATM.CO2E.KT","432.706","429.039","495.045","531.715","605.055","795.739","1096.433","1334.788","1452.132","1521.805","1609.813","1716.156","1745.492","2108.525","1602.479","2020.517","1998.515","1899.506","2394.551","2295.542","2372.549","2031.518","1873.837","1375.125","1554.808","1598.812","1760.16","1760.16","1877.504","1855.502","1740","2020","2030","2040","2040","2060","2080","2100","2100","2120","1480","1520","1120","1230","1390","1690","1530","1410","1460","1450","1740","1950","2440","2290","2640","2750","2310","2130","2080","","",
"Slovak Republic","SVK","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54810","47940","46100","44320","41700","42370","42170","42270","41400","40660","38070","38580","38080","38340","37440","38520","37880","37220","37050","33840","35450","34130","32370","32940","30450","30750","31500","33580","33000","","",
"Slovenia","SVN","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13530","12740","12830","13560","13610","14470","15290","15730","15500","14910","14540","15380","15520","15420","15710","15930","16310","16300","17390","15530","15810","15730","15170","14600","13170","13170","13930","14140","14050","","",
"Sweden","SWE","CO2 emissions (kt)","EN.ATM.CO2E.KT","49222.141","48851.774","51326.999","55371.7","60432.16","62628.693","72591.932","69001.939","77685.395","86467.86","92379.064","84590.356","84781.04","87366.275","79889.262","80824.347","88308.694","85804.133","79533.563","84927.72","71759.523","69430.978","62291.329","58297.966","57333.545","62394.005","62038.306","59717.095","57443.555","55533.048","53350","54240","56750","56510","58490","58230","63650","57380","58360","57270","53280","52500","54020","55200","53590","50210","48900","47140","46150","42880","48130","44590","42150","40550","39100","39200","38790","38330","36000","","",
"Eswatini","SWZ","CO2 emissions (kt)","EN.ATM.CO2E.KT","33.003","3.667","","","11.001","80.674","201.685","227.354","278.692","304.361","366.7","399.703","381.368","370.367","311.695","337.364","333.697","341.031","440.04","447.374","465.709","436.373","436.373","271.358","333.697","440.04","458.375","436.373","436.373","436.373","950","940","830","730","1040","1000","780","1110","1140","1220","1130","1080","1070","1000","990","1010","1010","1040","1020","1070","1010","1020","1060","1550","960","1030","1230","1040","1090","","",
"Sint Maarten (Dutch part)","SXM","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","7.334","7.334","7.334","7.334","7.334","7.334","7.334","29.336","33.003","44.004","47.671","55.005","58.672","80.674","84.341","77.007","121.011","95.342","99.009","84.341","99.009","99.009","150.347","165.015","201.685","198.018","234.688","150","180","180","190","210","200","240","350","440","520","580","640","540","550","750","700","740","650","700","510","440","400","450","410","460","500","540","590","620","","",
"Syrian Arab Republic","SYR","CO2 emissions (kt)","EN.ATM.CO2E.KT","3223.293","3065.612","3204.958","3611.995","4367.397","3678.001","4917.447","4609.419","5962.542","7242.325","6659.272","8885.141","7766.706","7895.051","9666.212","11184.35","13758.584","14664.333","15221.717","22548.383","20802.891","26637.088","24488.226","27960.875","33091.008","29651.362","31352.85","36226.293","36945.025","34565.142","29570","32110","31400","30760","31880","33690","36810","37150","40050","39280","39530","41300","41990","42280","44680","55600","58830","62120","64060","59160","59700","55920","45990","30530","27070","26040","26460","29100","27910","","",
"Turks and Caicos Islands","TCA","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","CO2 emissions (kt)","EN.ATM.CO2E.KT","55.005","51.338","84.341","91.675","99.009","106.343","84.341","117.344","124.678","161.348","124.678","150.347","121.011","161.348","150.347","183.35","183.35","198.018","194.351","201.685","209.019","209.019","205.352","205.352","216.353","179.683","187.017","198.018","66.006","102.676","390","400","410","410","420","440","450","460","470","490","510","520","530","760","770","800","820","880","950","970","1030","820","890","920","940","970","1020","1020","1070","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","CO2 emissions (kt)","EN.ATM.CO2E.KT","828649.510298786","606128.696018904","496309.270846128","494042.717024316","500163.879368336","543027.839114471","594700.768000768","512156.106299365","560095.675241996","675037.686395603","901269.030408229","1014388.36976223","1075354.35768315","1127085.96413241","1143856.74509743","1309547.51352063","1371951.1017342","1513048.63657958","1681581.59945891","1723415.03450547","1700211.72570038","1689484.73372079","1823984.71008027","1924033.62228375","2073412.0282026","2241944.99108193","2353410.35662985","2509422.99451146","2692460.31748627","2744393.62805823","2548192.68320844","2708400.51521563","2851545.38296984","3116695.18196285","3274301.00651327","3661945.33246809","3692926.47742095","3803720.57197642","3895693.97098595","3845192.10461668","4058990.00582629","4281208.21822063","4600010","5258850","6023610","6750030","7388280","7997390","8230190","8757280","9593300","10468910","10755870","11174430","11203670","11203310","11224570","11485600","11889820","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","CO2 emissions (kt)","EN.ATM.CO2E.KT","2635925.75927266","2726307.83536182","2878623.0950173","3087259.39803771","3288869.43462021","3476587.76052635","3664477.9998181","3837644.68947083","3975641.22778245","4168905.14677297","4372533.77923818","4626732.67503982","4874138.2193131","5083500.99502756","5272555.80886703","5564470.28323552","5806568.69492705","6020201.57731648","6233729.0934373","6290405.05475963","6518955.58254603","6352914.98000672","6491133.34204171","6580445.11866559","6632728.97026509","7102307.61027774","7159959.59598291","7189079.50526898","7304433.38701709","7161612.18272206","4395566.83375891","4269402.96489363","3956549.44929808","3628158.51142849","3252273.18211731","3166366.27315692","3094914.1789831","2941093.69847","2892376.3615333","2867386.17203059","2914549.76673988","2904505.57505047","2929084.77467367","3035090.0911563","3057774.72767642","3059729.43563993","3201678.07350311","3248439.98186905","3303436.3136876","3042599.43064726","3210142.90053165","3371465.47386607","3353744.43361343","3288680.46728164","3187913.96422831","3113343.34600293","3153613.88405586","3223185.74643835","3278021.79750843","","",
"Togo","TGO","CO2 emissions (kt)","EN.ATM.CO2E.KT","66.006","91.675","88.008","106.343","132.012","132.012","179.683","198.018","194.351","242.022","275.025","315.362","399.703","403.37","377.701","311.695","322.696","462.042","355.699","1382.459","718.732","627.057","733.4","546.383","608.722","550.05","707.731","766.403","792.072","836.076","970","920","750","630","910","980","1360","760","1200","1710","1270","1180","1340","1830","1780","1750","1570","1500","1570","2820","2630","2510","2230","1750","1590","1820","2300","2070","2260","","",
"Thailand","THA","CO2 emissions (kt)","EN.ATM.CO2E.KT","3714.671","4147.377","5034.791","5570.173","7480.68","7451.344","9479.195","12167.106","17099.221","14561.657","15375.731","19248.083","21836.985","24455.223","24246.204","24407.552","28778.616","32159.59","35067.521","36736.006","40135.315","38048.792","37909.446","42452.859","45973.179","48672.091","49702.518","56944.843","67003.424","78891.838","88560","97670","107440","122060","136220","154760","173590","176750","155690","162500","163140","171830","182810","190850","208810","216110","218090","224150","228310","221300","235520","234620","252070","262460","258660","263080","260720","260660","257860","","",
"Tajikistan","TJK","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11020","10170","7670","5160","3030","2510","2240","2510","2760","2540","2200","2150","2130","2170","2580","2450","2670","3250","3030","2390","2420","2540","2990","3160","4470","4760","5960","6370","7330","","",
"Turkmenistan","TKM","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44650","37790","28100","26630","32870","33430","29690","29940","30590","35770","36850","38090","39910","44410","46820","48360","49730","56200","56850","50380","57360","63410","66300","67780","69490","72080","72020","71960","71730","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","CO2 emissions (kt)","EN.ATM.CO2E.KT","272601.113","280400.822","295981.905","297430.37","321493.224","332952.599","350821.89","376630.236","402717.274","435848.619","480670.36","502936.384","528114.006","576038.029","611178.89","618010.511","650683.481","676550.499","733675.025","786828.19","827968.263","823083.819","844455.095","812640.203","816695.905","841580.167","874033.117","918909.863","939771.426","996606.259","846730","878870","903410","935790","982960","1004850","1084190","1149940","1194120","1182180","1221880","1225590","1233220","1248350","1303810","1357090","1392010","1450240","1507960","1468940","1553310","1615470","1671480","1717780","1730430","1722720","1687450","1656490","1633250","","",
"Timor-Leste","TLS","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","170","170","200","210","200","200","210","230","240","250","300","460","530","610","690","600","640","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","CO2 emissions (kt)","EN.ATM.CO2E.KT","80582.325","82001.454","83911.961","93097.796","104714.852","123702.578","148212.806","151252.749","184871.805","195524.44","208388.276","222623.57","233404.55","269183.469","278457.312","284790.221","338189.075","351470.949","374166.012","390260.475","363814.071","337455.675","360972.146","403248.989","435588.262","453156.859","463923.171","493420.519","530237.199","545898.956","522460","549730","589800","620440","664530","687940","707750","750290","730960","758190","786590","824990","851120","877010","933010","1018330","1072240","1121860","1164890","1224500","1244380","1253100","1314940","1341330","1389430","1376200","1389170","1426500","1461080","","",
"Tonga","TON","CO2 emissions (kt)","EN.ATM.CO2E.KT","11.001","11.001","11.001","11.001","11.001","11.001","11.001","14.668","14.668","11.001","25.669","18.335","22.002","25.669","22.002","33.003","29.336","29.336","36.67","40.337","40.337","47.671","44.004","47.671","47.671","47.671","47.671","55.005","69.673","69.673","80","90","80","90","90","100","80","90","100","110","100","100","100","120","130","130","150","130","130","140","120","110","110","120","110","110","150","180","190","","",
"South Asia (IDA & IBRD)","TSA","CO2 emissions (kt)","EN.ATM.CO2E.KT","151649.509547476","162628.82549237","179024.45728583","194459.307256458","191987.677681689","209773.142722683","216370.266765723","219835.682119072","241537.616575278","244379.623875643","249322.883025181","257320.724","245637.662","254691.485","263356.606","285677.635","297283.69","314921.96","321225.533","338423.763","359501.679","387715.577","402746.61","435192.226","447627.023","492357.089","526174.163","562132.765","606881.166","660778.732","643080","686710","717340","747010","786940","849830","891420","942110","961900","1037180","1075940","1095440","1133540","1167850","1254230","1312050","1400870","1540250","1629080","1781870","1884320","1991420","2145490","2203550","2389180","2422620","2479230","2622720","2770040","","",
